id	Word1	Word2	Pronunciation	Meaning	Translation	Extra1	Extra2	False	confidence
8368	乃至	乃至	nǎizhì	e incluso	and even		乃至	False	0
8369	耐	耐	nài	durable	durable		耐	False	0
8370	耐人寻味	耐人尋味	nàirénxúnwèi	intrigante	intriguing		耐人寻味	False	0
8371	乃	迺	nǎi	entonces	so		乃	False	0
8372	耐性	耐性	nàixìng	paciencia	patience		耐性	False	0
8373	难处	難處	nánchu	dificultad	difficulty		难处	False	0
8374	南瓜	南瓜	nánguā	calabaza	pumpkin		南瓜	False	0
8375	难得一见	難得一見	nándéyījiàn	extraño	rare		难得一见	False	0
8376	难怪	難怪	nánguài	no es de extrañar	no wonder		难怪	False	0
8377	难点	難點	nándiǎn	dificultad	difficulty		难点	False	0
8378	难堪	難堪	nánkān	avergonzado	embarrassed		难堪	False	0
8379	难关	難關	nánguān	dificultad	difficulty		难关	False	0
8380	难为情	難為情	nánwéiqíng	avergonzado	embarrassed		难为情	False	0
8381	难以想象	難以想象	nányǐxiǎngxiàng	no imaginable	unimaginable		难以想象	False	0
8382	难说	難說	nánshuō	dificil de decir	difficult to say		难说	False	0
8383	挠	撓	náo	rascar	scratch		挠	False	0
8384	难以置信	難以置信	nányǐzhìxìn	increíble	incredible		难以置信	False	0
8385	恼羞成怒	惱羞成怒	nǎoxiūchéngnù	estar enojado	be angry		恼羞成怒	False	0
8386	脑海	腦海	nǎohǎi	cerebro	brain		脑海	False	0
8387	闹事	鬧事	nàoshì	crear problemas	make trouble		闹事	False	0
8388	脑筋	腦筋	nǎojīn	cerebro	brain		脑筋	False	0
8389	闹着玩儿	鬧著玩兒	nàozhewánr	jugar	play		闹着玩儿	False	0
8390	内阁	內閣	nèigé	gabinete	cabinet		内阁	False	0
8391	内存	內存	nèicún	memoria	memory		内存	False	0
8392	内行	內行	nèiháng	experto	expert		内行	False	0
8393	内涵	內涵	nèihán	connotación	connotation		内涵	False	0
8394	内幕	內幕	nèimù	historia interior	inside story		内幕	False	0
8395	内向	內向	nèixiàng	introvertido	introverted		内向	False	0
8396	嫩	嫰	nèn	licitación	tender		嫩	False	0
8397	内需	內需	nèixū	demanda domestica	domestic demand		内需	False	0
8398	能耗	能耗	nénghào	consumo de energía	energy consumption		能耗	False	0
8399	能人	能人	néng rén	capaz	capable		能人	False	0
8400	能源	能源	néngyuán	energía	energy		能源	False	0
8401	能耐	能耐	néngnài	capacidad	ability		能耐	False	0
8402	泥潭	泥潭	nítán	cenagal	quagmire		泥潭	False	0
8403	尼龙	尼龍	nílóng	nylon	nylon		尼龙	False	0
8404	泥土	泥土	nítǔ	suelo	soil		泥土	False	0
8405	拟定	擬定	nǐdìng	dibujar	draw up		拟定	False	0
8406	拟	擬	nǐ	proponer	propose		拟	False	0
8407	匿名	匿名	nìmíng	anónimo	anonymous		匿名	False	0
8408	逆	逆	nì	inverso	inverse		逆	False	0
8409	年画	年畫	niánhuà	pintura de año nuevo	new year painting		年画	False	0
8410	年限	年限	niánxiàn	período	period		年限	False	0
8411	年薪	年薪	niánxīn	salario anual	annual salary		年薪	False	0
8412	年夜饭	年夜飯	niányèfàn	nochevieja	new year's eve		年夜饭	False	0
8413	年迈	年邁	niánmài	viejo	old		年迈	False	0
8414	年终	年終	niánzhōng	fin de año	end of the year		年终	False	0
8415	念念不忘	念念不忘	niànniànbùwàng	nunca olvides	never forget		念念不忘	False	0
8416	黏	黏	nián	pegajoso	sticky		黏	False	0
8417	念书	念書	niànshū	estudiar	study		念书	False	0
8418	念头	念頭	niàntou	idea	idea		念头	False	0
8419	酿造	釀造	niàngzào	fabricación de cerveza	brewing		酿造	False	0
8420	娘	孃	niáng	madre	mother		娘	False	0
8421	鸟巢	鳥巢	niǎocháo	nido de pájaro	bird's nest		鸟巢	False	0
8422	捏	揑	niē	pellizco	pinch		捏	False	0
8423	尿	尿	niào	orina	urine		尿	False	0
8424	凝聚	凝聚	níngjù	condensar	condense		凝聚	False	0
8425	凝固	凝固	nínggù	solidificación	solidification		凝固	False	0
8426	宁可	寧可	nìngkě	bastante	rather		宁可	False	0
8427	拧	擰	níng	tornillo	screw		拧	False	0
8428	宁愿	寧願	nìngyuàn	preferiría	would rather		宁愿	False	0
8429	扭曲	扭曲	niǔqū	distorsión	distortion		扭曲	False	0
8430	扭头	扭頭	niǔtóu	giro de vuelta	turn around		扭头	False	0
8431	扭转	扭轉	niǔzhuǎn	contrarrestar	reverse		扭转	False	0
8432	纽带	紐帶	niǔdài	enlace	link		纽带	False	0
8433	纽扣	紐扣	niǔkòu	botones	buttons		纽扣	False	0
8434	农场	農場	nóngchǎng	granja	farm		农场	False	0
8435	农历	農曆	nónglì	calendario lunar	lunar calendar		农历	False	0
8436	农民工	農民工	nóngmíngōng	los trabajadores migrantes	migrant workers		农民工	False	0
8437	浓缩	濃縮	nóngsuō	concentrarse	concentrate		浓缩	False	0
8438	农作物	農作物	nóngzuòwù	cultivo	crop		农作物	False	0
8439	浓郁	濃郁	nóngyù	fuerte	strong		浓郁	False	0
8440	浓厚	濃厚	nónghòu	fuerte	strong		浓厚	False	0
8441	浓重	濃重	nóngzhòng	fuerte	strong		浓重	False	0
8442	弄虚作假	弄虛作假	nòngxūzuòjiǎ	falso	fake		弄虚作假	False	0
8443	奴隶	奴隸	núlì	esclavo	slave		奴隶	False	0
8444	暖烘烘	暖烘烘	nuǎnhōnghōng	agradable y cálido	nice and warm		暖烘烘	False	0
8445	虐待	虐待	nüèdài	abuso	abuse		虐待	False	0
8446	女婿	女婿	nǚxu	yerno	son in law		女婿	False	0
8447	诺言	諾言	nuòyán	promesa	promise		诺言	False	0
8448	哦	哦	ó	vaya	oh		哦	False	0
8449	挪	挪	nuó	mover	move		挪	False	0
8450	殴打	毆打	ōudǎ	doblar	bend		殴打	False	0
8451	呕吐	嘔吐	ǒutù	vomitar	vomit		呕吐	False	0
8452	拍板	拍板	pāibǎn	bofetada	slap		拍板	False	0
8453	拍卖	拍賣	pāimài	subasta	auction		拍卖	False	0
8454	趴	趴	pā	mentir	lie		趴	False	0
8455	排放	排放	páifàng	emisión	emission		排放	False	0
8456	拍戏	拍戲	pāixì	rodaje	filming		拍戏	False	0
8457	排练	排練	páiliàn	ensayar	rehearse		排练	False	0
8458	排斥	排斥	páichì	rechazo	rejection		排斥	False	0
8459	徘徊	徘徊	páihuái	deambular	wander		徘徊	False	0
8460	派别	派別	pàibié	facción	faction		派别	False	0
8461	牌照	牌照	páizhào	licencia	license		牌照	False	0
8462	派遣	派遣	pàiqiǎn	enviar	send		派遣	False	0
8463	攀升	攀升	pānshēng	creciente	rising		攀升	False	0
8464	盘算	盤算	pánsuàn	calcular	calculate		盘算	False	0
8465	盘	盤	pán	bandeja; lámina; plato; precio actual; juego; colocar; (palabra de medida)	tray; plate; dish; current price; game; set; (measure word)		盘	False	0
8466	判处	判處	pànchǔ	juez	judge		判处	False	0
8467	判定	判定	pàndìng	determinación	determination		判定	False	0
8468	盼	盼	pàn	esperanza	hope		盼	False	0
8469	判决	判決	pànjué	juicio	judgment		判决	False	0
8470	叛逆	叛逆	pànnì	rebelión	rebellion		叛逆	False	0
8471	庞大	龐大	pángdà	enorme	huge		庞大	False	0
8472	旁观	旁觀	pángguān	mirar	watch		旁观	False	0
8473	抛	拋	pāo	tirar	throw		抛	False	0
8474	抛开	拋開	pāokāi	poner a un lado	put aside		抛开	False	0
8475	刨	鑤	bào	avión	plane		刨	False	0
8476	抛弃	拋棄	pāoqì	abandonar	abandon		抛弃	False	0
8477	跑车	跑車	pǎochē	coche deportivo	sports car		跑车	False	0
8478	跑道	跑道	pǎodào	pista	track		跑道	False	0
8479	跑龙套	跑龍套	pǎolóngtào	jugar un papel pequeño	play a small role		跑龙套	False	0
8480	泡沫	泡沫	pàomò	espuma	foam		泡沫	False	0
8481	陪伴	陪伴	péibàn	acompañar	accompany		陪伴	False	0
8482	陪葬	陪葬	péizàng	funeral	funeral		陪葬	False	0
8483	赔钱	賠錢	péiqián	perder dinero	lose money		赔钱	False	0
8484	胚胎	胚胎	pēitāi	embrión	embryo		胚胎	False	0
8485	佩服	佩服	pèifú	admirar	admire		佩服	False	0
8486	配件	配件	pèijiàn	accesorios	accessories		配件	False	0
8487	配送	配送	pèisòng	distribución	distribution		配送	False	0
8488	配偶	配偶	pèiǒu	cónyuge	spouse		配偶	False	0
8489	配音	配音	pèiyīn	doblado	dubbing		配音	False	0
8490	喷泉	噴泉	pēnquán	fuente	fountain		喷泉	False	0
8491	抨击	抨擊	pēngjī	ataque	attack		抨击	False	0
8492	烹调	烹調	pēngtiáo	cocinar	cook		烹调	False	0
8493	鹏程万里	鵬程萬里	péngchéngwànlǐ	peng cheng wanli	peng cheng wanli		鹏程万里	False	0
8494	蓬勃	蓬勃	péngbó	vigoroso	vigorous		蓬勃	False	0
8495	膨胀	膨脹	péngzhàng	hinchazón	swelling		膨胀	False	0
8496	捧	捧	pěng	sostener	hold		捧	False	0
8497	捧场	捧場	pěngchǎng	apoyo	support		捧场	False	0
8498	碰钉子	碰釘子	pèngdīngzi	golpear	hit a snag		碰钉子	False	0
8499	碰巧	碰巧	pèngqiǎo	suceder	happen		碰巧	False	0
8500	碰上	碰上	pèngshàng	encontrar	encounter		碰上	False	0
8501	碰撞	碰撞	pèngzhuàng	colisión	collision		碰撞	False	0
8502	批发	批發	pīfā	venta al por mayor	wholesale		批发	False	0
8503	批判	批判	pīpàn	crítica	criticism		批判	False	0
8504	劈	劈	pī	cortar a tajos	hack		劈	False	0
8505	披露	披露	pīlù	revelar	disclose		披露	False	0
8506	皮带	皮帶	pídài	cinturón	belt		皮带	False	0
8507	疲惫不堪	疲憊不堪	píbèibùkān	exhausto	exhausted		疲惫不堪	False	0
8508	疲惫	疲憊	píbèi	exhausto	exhausted		疲惫	False	0
8509	疲倦	疲倦	píjuàn	cansado	tired		疲倦	False	0
8510	疲劳	疲勞	píláo	fatiga	fatigue		疲劳	False	0
8511	脾	脾	pí	bazo	spleen		脾	False	0
8512	匹配	匹配	pǐpèi	fósforo	match		匹配	False	0
8513	譬如	譬如	pìrú	por ejemplo	for example		譬如	False	0
8514	媲美	媲美	pìměi	comparar	comparable		媲美	False	0
8515	譬如说	譬如說	pìrúshuō	por ejemplo	for example		譬如说	False	0
8516	僻静	僻靜	pìjìng	aislado	secluded		僻静	False	0
8517	偏差	偏差	piānchā	desviación	deviation		偏差	False	0
8518	偏方	偏方	piānfāng	recurso	remedy		偏方	False	0
8519	偏见	偏見	piānjiàn	inclinación	bias		偏见	False	0
8520	片子	片子	piànzi	película	film		片子	False	0
8521	偏僻	偏僻	piānpì	remoto	remote		偏僻	False	0
8522	偏偏	偏偏	piānpiān	inclinación	bias		偏偏	False	0
8523	偏向	偏向	piānxiàng	inclinación	bias		偏向	False	0
8524	篇幅	篇幅	piānfu	espacio	space		篇幅	False	0
8525	偏远	偏遠	piānyuǎn	remoto	remote		偏远	False	0
8526	骗人	騙人	piànrén	engañoso	deceptive		骗人	False	0
8527	片段	片段	piànduàn	acortar	clip		片段	False	0
8528	漂	漂	piāo	deriva	drift		漂	False	0
8529	飘	飄	piāo	con el viento	with the wind		飘	False	0
8530	票房	票房	piàofáng	taquillas	box office		票房	False	0
8531	撇	撇	piě	holgazán	skimming		撇	False	0
8532	拼搏	拼搏	pīnbó	trabajo duro	hard work		拼搏	False	0
8533	贫富	貧富	pínfù	rico y pobre	rich and poor		贫富	False	0
8534	拼命	拼命	pīnmìng	desesperado	desperate		拼命	False	0
8535	贫穷	貧窮	pínqióng	pobreza	poverty		贫穷	False	0
8536	频频	頻頻	pínpín	frecuente	frequent		频频	False	0
8537	品尝	品嘗	pǐncháng	gusto	taste		品尝	False	0
8538	频率	頻率	pínlǜ	frecuencia	frequency		频率	False	0
8539	品德	品德	pǐndé	moralidad	morality		品德	False	0
8540	品行	品行	pǐnxíng	conducta	conduct		品行	False	0
8541	品位	品位	pǐnwèi	calificación	grade		品位	False	0
8542	聘用	聘用	pìnyòng	contratar	hire		聘用	False	0
8543	乒乓球	乒乓球	pīngpāngqiú	ping pong	pingpong		乒乓球	False	0
8544	聘	聘	pìn	contratar	hire		聘	False	0
8545	聘任	聘任	pìnrèn	nombrar	appoint		聘任	False	0
8546	平常心	平常心	píngchángxīn	corazón normal	normal heart		平常心	False	0
8547	平淡	平淡	píngdàn	aburrido	dull		平淡	False	0
8548	平和	平和	pínghé	pacífico	peaceful		平和	False	0
8549	平价	平價	píngjià	paridad	parity		平价	False	0
8550	平面	平面	píngmiàn	departamento	flat		平面	False	0
8551	平民	平民	píngmín	civil	civilian		平民	False	0
8552	平息	平息	píngxī	calma	calm		平息	False	0
8553	评定	評定	píngdìng	evaluación	assessment		评定	False	0
8554	评论员	評論員	pínglùnyuán	comentarista	commentator		评论员	False	0
8555	平日	平日	píngrì	en un dia de semana	on a weekday		平日	False	0
8556	评判	評判	píngpàn	juez	judge		评判	False	0
8557	评审	評審	píngshěn	juez	judge		评审	False	0
8558	凭借	憑借	píngjiè	depender de	rely on		凭借	False	0
8559	凭着	憑著	píngzhe	depender de	rely on		凭着	False	0
8560	评委	評委	píngwěi	juez	judge		评委	False	0
8561	凭证	憑證	píngzhèng	certificado	certificate		凭证	False	0
8562	萍水相逢	萍水相逢	píngshuǐxiāngféng	se encuentran por casualidad	meet by chance		萍水相逢	False	0
8563	瓶颈	瓶頸	píngjǐng	embotellamiento	bottleneck		瓶颈	False	0
8564	泼冷水	潑冷水	pōlěngshuǐ	verter agua fría	pour cold water on		泼冷水	False	0
8565	迫不及待	迫不及待	pòbùjídài	no puedo esperar	can't wait		迫不及待	False	0
8566	颇	頗	pō	bastante	quite		颇	False	0
8567	迫害	迫害	pòhài	persecucion	persecution		迫害	False	0
8568	破案	破案	pòàn	romper el caso	break the case		破案	False	0
8569	破除	破除	pòchú	deshacerse de	get rid of		破除	False	0
8570	破解	破解	pòjiě	agrietado	cracked		破解	False	0
8571	破旧	破舊	pòjiù	viejo	old		破旧	False	0
8572	迫使	迫使	pòshǐ	fuerza	force		迫使	False	0
8573	破裂	破裂	pòliè	ruptura	rupture		破裂	False	0
8574	破碎	破碎	pòsuì	roto	broken		破碎	False	0
8575	魄力	魄力	pòlì	coraje	courage		魄力	False	0
8576	破灭	破滅	pòmiè	despedir	dismiss		破灭	False	0
8577	扑面而来	撲面而來	pūmiànérlái	próximo	coming		扑面而来	False	0
8578	扑克	撲克	pūkè	póker	poker		扑克	False	0
8579	铺路	鋪路	pūlù	pavimentación	paving		铺路	False	0
8580	朴实	樸實	pǔshí	simple	simple		朴实	False	0
8581	菩萨	菩薩	púsà	buda	buddha		菩萨	False	0
8582	朴素	樸素	pǔsù	simple	simple		朴素	False	0
8583	普通人	普通人	pǔtōngrén	persona ordinaria	ordinary person		普通人	False	0
8584	谱	譜	pǔ	espectro	spectrum		谱	False	0
8585	瀑布	瀑布	pùbù	caer	fall		瀑布	False	0
8586	七嘴八舌	七嘴八舌	qīzuǐbāshé	siete boca y ocho lengua	seven -mouth and eight tongue		七嘴八舌	False	0
8587	沏	沏	qī	empinado	steep		沏	False	0
8588	凄凉	淒涼	qīliáng	solitario	desolate		凄凉	False	0
8589	期盼	期盼	qīpàn	esperar	look forward to		期盼	False	0
8590	欺骗	欺騙	qīpiàn	engañar	cheat		欺骗	False	0
8591	漆	漆	qī	pintar	paint		漆	False	0
8592	欺诈	欺詐	qīzhà	fraude	fraud		欺诈	False	0
8593	齐心协力	齊心協力	qíxīnxiélì	trabajar juntos	work together		齐心协力	False	0
8594	其间	其間	qíjiān	al final	in the end		其间	False	0
8595	其后	其後	qíhòu	entonces	then		其后	False	0
8596	奇花异草	奇花異草	qíhuāyìcǎo	奇 奇 花	奇 奇 花		奇花异草	False	0
8597	奇迹	奇跡	qíjì	milagro	miracle		奇迹	False	0
8598	歧视	歧視	qíshì	discriminar	discriminate		歧视	False	0
8599	奇特	奇特	qítè	extraño	strange		奇特	False	0
8600	祈祷	祈禱	qídǎo	orar	pray		祈祷	False	0
8601	棋	碁	qí	ajedrez	chess		棋	False	0
8602	棋子	棋子	qízǐ	pedazo	piece		棋子	False	0
8603	旗袍	旗袍	qípáo	cheongsam	cheongsam		旗袍	False	0
8604	旗帜	旗幟	qízhì	bandera	banner		旗帜	False	0
8605	乞丐	乞丐	qǐgài	mendigo	beggar		乞丐	False	0
8606	乞讨	乞討	qǐtǎo	mendicidad	begging		乞讨	False	0
8607	岂有此理	豈有此理	qǐyǒucǐlǐ	¿cómo importa esto?	how does this matter		岂有此理	False	0
8608	乞求	乞求	qǐqiú	mendicidad	begging		乞求	False	0
8609	启蒙	啟蒙	qǐméng	iluminación	enlightenment		启蒙	False	0
8610	启迪	啟迪	qǐdí	iluminación	enlightenment		启迪	False	0
8611	启示	啟示	qǐshì	iluminación	enlightenment		启示	False	0
8612	起步	起步	qǐbù	comenzar	start		起步	False	0
8613	起草	起草	qǐcǎo	draf	draf		起草	False	0
8614	起程	起程	qǐchéng	dejar	leave		起程	False	0
8615	起初	起初	qǐchū	en primer lugar	at first		起初	False	0
8616	起劲	起勁	qǐjìn	vigorosamente	vigorously		起劲	False	0
8617	起跑线	起跑線	qǐpǎoxiàn	línea de salida	starting line		起跑线	False	0
8618	起源	起源	qǐyuán	origen	origin		起源	False	0
8619	起伏	起伏	qǐfú	subidas y bajadas	ups and downs		起伏	False	0
8620	气愤	氣憤	qìfèn	indignación	indignation		气愤	False	0
8621	气管	氣管	qìguǎn	tráquea	trachea		气管	False	0
8622	气馁	氣餒	qìněi	desanimarse	be discouraged		气馁	False	0
8623	气泡	氣泡	qìpào	burbuja	bubble		气泡	False	0
8624	气派	氣派	qìpài	estilo	style		气派	False	0
8625	气势	氣勢	qìshì	impulso	momentum		气势	False	0
8626	气味	氣味	qìwèi	olor	odor		气味	False	0
8627	气息	氣息	qìxī	aliento	breath		气息	False	0
8628	气魄	氣魄	qìpò	alma	soul		气魄	False	0
8629	气质	氣質	qìzhì	temperamento	temperament		气质	False	0
8630	迄今为止	迄今為止	qìjīnwéizhǐ	hasta ahora	so far		迄今为止	False	0
8631	契约	契約	qìyuē	contrato	contract		契约	False	0
8632	契机	契機	qìjī	mirada	gaze		契机	False	0
8633	迄今	迄今	qìjīn	hasta ahora	so far		迄今	False	0
8634	器材	器材	qìcái	equipo	equipment		器材	False	0
8635	器械	器械	qìxiè	instrumento	instrument		器械	False	0
8636	卡	卡	kǎ	tarjeta	card		卡	False	0
8637	掐	掐	qiā	pellizco	pinch		掐	False	0
8638	洽谈	洽談	qiàtán	conversar	discuss		洽谈	False	0
8639	恰到好处	恰到好處	qiàdàohǎochù	solo bien	just right		恰到好处	False	0
8640	卡子	卡子	qiǎzi	tarjeta	card		卡子	False	0
8641	恰恰相反	恰恰相反	qiàqiàxiāngfǎn	justo lo contrario	just the opposite		恰恰相反	False	0
8642	恰如其分	恰如其分	qiàrúqífèn	igual	just as right		恰如其分	False	0
8643	恰巧	恰巧	qiàqiǎo	sucedió	happened		恰巧	False	0
8644	千变万化	千變萬化	qiānbiànwànhuà	siempre que cambia	ever -changing		千变万化	False	0
8645	千家万户	千家萬戶	qiānjiāwànhù	miles de hogares	thousands of households		千家万户	False	0
8646	千方百计	千方百計	qiānfāngbǎijì	haz cada esfuerzo	make every effort		千方百计	False	0
8647	千钧一发	千鈞一髮	qiānjūnyīfà	yijun	yijun		千钧一发	False	0
8648	千军万马	千軍萬馬	qiānjūnwànmǎ	milenio	millennium		千军万马	False	0
8649	迁就	遷就	qiānjiù	acomodar	accommodate		迁就	False	0
8650	迁	遷	qiān	mover	move		迁	False	0
8651	迁移	遷移	qiānyí	emigrar	migrate		迁移	False	0
8652	牵扯	牽扯	qiānchě	involucrar	involve		牵扯	False	0
8653	牵涉	牽涉	qiānshè	involucrar	involve		牵涉	False	0
8654	牵挂	牽掛	qiānguà	cuidado	care		牵挂	False	0
8655	牵头	牽頭	qiāntóu	dirigir	lead		牵头	False	0
8656	铅	鉛	qiān	dirigir	lead		铅	False	0
8657	牵制	牽制	qiānzhì	contener	contain		牵制	False	0
8658	谦逊	謙遜	qiānxùn	humilde	humble		谦逊	False	0
8659	签署	簽署	qiānshǔ	firmar	sign		签署	False	0
8660	前辈	前輩	qiánbèi	sénior	senior		前辈	False	0
8661	前不久	前不久	qiánbùjiǔ	no hace mucho	not long ago		前不久	False	0
8662	前赴后继	前赴後繼	qiánfùhòujì	avanzar	go forward		前赴后继	False	0
8663	签	籤	qiān	firmar; autógrafo; firmar el nombre	sign; autograph; sign one’s name		签	False	0
8664	前期	前期	qiánqī	etapa temprana	early stage		前期	False	0
8665	前所未有	前所未有	qiánsuǒwèiyǒu	sin precedentes	unprecedented		前所未有	False	0
8666	前任	前任	qiánrèn	predecesor	predecessor		前任	False	0
8667	前无古人	前無古人	qiánwúgǔrén	no antiguo	no ancient		前无古人	False	0
8668	前夕	前夕	qiánxī	víspera	eve		前夕	False	0
8669	前台	前臺	qiántái	mostrador	front desk		前台	False	0
8670	前线	前線	qiánxiàn	frente	front		前线	False	0
8671	前仰后合	前仰後合	qiányǎnghòuhé	volver y atrás	back and back		前仰后合	False	0
8672	前者	前者	qiánzhě	anterior	former		前者	False	0
8673	前沿	前沿	qiányán	innovador	cutting edge		前沿	False	0
8674	虔诚	虔誠	qiánchéng	piadoso	pious		虔诚	False	0
8675	钳子	鉗子	qiánzi	alicates	pliers		钳子	False	0
8676	钱财	錢財	qiáncái	dinero	money		钱财	False	0
8677	潜能	潛能	qiánnéng	potencial	potential		潜能	False	0
8678	潜艇	潛艇	qiántǐng	submarino	submarine		潜艇	False	0
8679	潜移默化	潛移默化	qiányímòhuà	sutilmente	subtly		潜移默化	False	0
8680	潜在	潛在	qiánzài	potencial	potential		潜在	False	0
8681	潜水	潛水	qiánshuǐ	buceo	diving		潜水	False	0
8682	谴责	譴責	qiǎnzé	condenar	condemn		谴责	False	0
8683	欠缺	欠缺	qiànquē	falta	lack		欠缺	False	0
8684	欠条	欠條	qiàntiáo	atrasos	arrears		欠条	False	0
8685	呛	嗆	qiàng	ahogo	choke		呛	False	0
8686	歉意	歉意	qiànyì	disculpa	apology		歉意	False	0
8687	枪毙	槍斃	qiāngbì	disparo	shot		枪毙	False	0
8688	强加	強加	qiángjiā	imponer	impose		强加	False	0
8689	强劲	強勁	qiángjìng	fuerte	strong		强劲	False	0
8690	强项	強項	qiángxiàng	fortaleza	strength		强项	False	0
8691	强硬	強硬	qiángyìng	difícil	tough		强硬	False	0
8692	强行	強行	qiángxíng	fuerza	force		强行	False	0
8693	腔	腔	qiāng	cavidad	cavity		腔	False	0
8694	强占	強佔	qiángzhàn	ocupar	occupy		强占	False	0
8695	强制	強制	qiángzhì	forzado	forced		强制	False	0
8696	抢夺	搶奪	qiǎngduó	arrebatar	snatch		抢夺	False	0
8697	抢眼	搶眼	qiǎngyǎn	choque	eye -catching		抢眼	False	0
8698	敲边鼓	敲邊鼓	qiāobiāngǔ	tambor	drum		敲边鼓	False	0
8699	抢劫	搶劫	qiǎngjié	robo	robbery		抢劫	False	0
8700	敲诈	敲詐	qiāozhà	chantaje	blackmail		敲诈	False	0
8701	乔装	喬裝	qiáozhuāng	caballero	lord		乔装	False	0
8702	瞧不起	瞧不起	qiáobùqǐ	mira abajo	look down		瞧不起	False	0
8703	窍门	竅門	qiàomén	truco	trick		窍门	False	0
8704	巧合	巧合	qiǎohé	coincidir	coincide		巧合	False	0
8705	翘	翹	qiáo	atar	tie		翘	False	0
8706	切除	切除	qiēchú	resección	resection		切除	False	0
8707	切断	切斷	qiēduàn	cortar	cut off		切断	False	0
8708	切割	切割	qiēgē	cortar	cut		切割	False	0
8709	撬	撬	qiào	palanca	pry		撬	False	0
8710	且	且	qiě	y	and		且	False	0
8711	切身	切身	qièshēn	ser	self		切身	False	0
8712	窃取	竊取	qièqǔ	robar	steal		窃取	False	0
8713	钦佩	欽佩	qīnpèi	admiración	admiration		钦佩	False	0
8714	侵害	侵害	qīnhài	infracción	infringement		侵害	False	0
8715	侵略	侵略	qīnlüè	agresión	aggression		侵略	False	0
8716	侵占	侵佔	qīnzhàn	invadir	invade		侵占	False	0
8717	亲和力	親和力	qīnhélì	afinidad	affinity		亲和力	False	0
8718	侵权	侵權	qīnquán	infracción	infringement		侵权	False	0
8719	亲朋好友	親朋好友	qīnpénghǎoyǒu	familiares y amigos	relatives and friends		亲朋好友	False	0
8720	亲近	親近	qīnjìn	cerca	close		亲近	False	0
8721	亲戚	親戚	qīnqi	relativo	relative		亲戚	False	0
8722	亲情	親情	qīnqíng	cariñoso	affectionate		亲情	False	0
8723	亲热	親熱	qīnrè	cariñoso	affectionate		亲热	False	0
8724	亲身	親身	qīnshēn	personalmente	personally		亲身	False	0
8725	亲手	親手	qīnshǒu	personalmente	personally		亲手	False	0
8726	亲生	親生	qīnshēng	pensión	pension		亲生	False	0
8727	亲友	親友	qīnyǒu	familiares y amigos	relatives and friends		亲友	False	0
8728	勤工俭学	勤工儉學	qíngōngjiǎnxué	diligente y estudiando	diligent and studying		勤工俭学	False	0
8729	勤劳	勤勞	qínláo	diligente	diligent		勤劳	False	0
8730	勤快	勤快	qínkuài	diligente	diligent		勤快	False	0
8731	寝室	寢室	qǐnshì	dormitorio	bedroom		寝室	False	0
8732	青春期	青春期	qīngchūnqī	pubertad	puberty		青春期	False	0
8733	青蛙	青蛙	qīngwā	rana	frog		青蛙	False	0
8734	轻而易举	輕而易舉	qīngéryìjǔ	fácil	easy		轻而易举	False	0
8735	轻蔑	輕蔑	qīngmiè	contemplar	contemn		轻蔑	False	0
8736	轻型	輕型	qīngxíng	luz	light		轻型	False	0
8737	轻微	輕微	qīngwēi	leve	slight		轻微	False	0
8738	倾家荡产	傾家蕩產	qīngjiādàngchǎn	desviar	divert		倾家荡产	False	0
8739	倾听	傾聽	qīngtīng	escuchar	listen		倾听	False	0
8740	倾销	傾銷	qīngxiāo	vertedero	dump		倾销	False	0
8741	倾诉	傾訴	qīngsù	hablar	talk		倾诉	False	0
8742	倾斜	傾斜	qīngxié	inclinación	tilt		倾斜	False	0
8743	清单	清單	qīngdān	lista	list		清单	False	0
8744	清除	清除	qīngchú	eliminar	remove		清除	False	0
8745	清脆	清脆	qīngcuì	crujiente	crispy		清脆	False	0
8746	清静	清靜	qīngjìng	tranquilo	quiet		清静	False	0
8747	清凉	清涼	qīngliáng	fresco	cool		清凉	False	0
8748	清淡	清淡	qīngdàn	luz	light		清淡	False	0
8749	清明	清明	qīngmíng	claro	clear		清明	False	0
8750	清晰	清晰	qīngxī	claro	clear		清晰	False	0
8751	清新	清新	qīngxīn	fresco	fresh		清新	False	0
8752	清真寺	清真寺	qīngzhēnsì	mezquita	mosque		清真寺	False	0
8753	情报	情報	qíngbào	inteligencia	intelligence		情报	False	0
8754	情	情	qíng	afecto	affection		情	False	0
8755	情不自禁	情不自禁	qíngbùzìjīn	inaguantable	unbearable		情不自禁	False	0
8756	情怀	情懷	qínghuái	sentimientos	feelings		情怀	False	0
8757	情调	情調	qíngdiào	emocional	emotional		情调	False	0
8758	情结	情結	qíngjié	conclusión	conclusion		情结	False	0
8759	情侣	情侶	qínglǚ	pareja	couple		情侣	False	0
8760	情人	情人	qíngrén	amante	lover		情人	False	0
8761	情谊	情誼	qíngyì	amistad	friendship		情谊	False	0
8762	情愿	情願	qíngyuàn	voluntad	willingness		情愿	False	0
8763	请帖	請帖	qǐngtiě	invitación	invitation		请帖	False	0
8764	请柬	請柬	qǐngjiǎn	invitación	invitation		请柬	False	0
8765	庆典	慶典	qìngdiǎn	celebracion	celebration		庆典	False	0
8766	庆幸	慶幸	qìngxìng	afortunadamente	fortunately		庆幸	False	0
8767	庆贺	慶賀	qìnghè	celebrar	celebrate		庆贺	False	0
